,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_gamma,param_learning_rate,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,mean_test_score,std_test_score,rank_test_score
0,4.502357912063599,0.8961910202644429,0.08208742141723632,0.037860700460264136,1,0.0001,"{'gamma': 1, 'learning_rate': 0.0001}",0.7202708289085308,0.7008059533000098,0.7238385376999238,0.7339184760716119,0.7259973906272009,0.7461208953994979,0.7246674112917094,0.7418804116272678,0.7253719927646216,0.7396281941105721,0.7282500091800945,0.012366276450044537,21
1,4.695728349685669,0.28683489425499686,0.06772725582122803,0.017961228462363126,1,0.001,"{'gamma': 1, 'learning_rate': 0.001}",0.7202708289085308,0.7367977726008011,0.7315689261233816,0.732123818294767,0.7493344301419768,0.7461208953994979,0.7212614967139309,0.7432031070560933,0.7293256327981421,0.7396281941105721,0.7349635102147694,0.009375596542266152,14
2,4.511808085441589,0.4234703402563926,0.07273406982421875,0.030590611414498054,1,0.01,"{'gamma': 1, 'learning_rate': 0.01}",0.7066752212989479,0.7405086969900867,0.7236832192565886,0.7247271448040072,0.7484123107110321,0.7593012906097019,0.7142487894919785,0.7738351604211967,0.735288045746913,0.7342036469668823,0.7360883526297335,0.019401899834032742,12
3,2.8079879522323608,0.22239807005570753,0.07756474018096923,0.03415074980515564,1,0.1,"{'gamma': 1, 'learning_rate': 0.1}",0.7225340935544656,0.7282713310787058,0.7260014996152119,0.7380699760150531,0.7420811312479078,0.7563064020188862,0.7054302209367657,0.7732031533463074,0.7369924547176417,0.7350847810229549,0.7363975043553901,0.017645045753553797,11
4,1.7837249517440796,0.355715408883836,0.07624630928039551,0.03818725450381611,1,0.2,"{'gamma': 1, 'learning_rate': 0.2}",0.7163194192109286,0.7339080369240801,0.7260014996152119,0.7418006201526888,0.7644454113957311,0.7530997835238432,0.706314297546559,0.7712019749191977,0.7347597654782639,0.7343391858626368,0.7382189994629141,0.01924146477613115,9
5,1.584080982208252,0.35243750845734895,0.06607661247253419,0.027542338515908163,1,0.3,"{'gamma': 1, 'learning_rate': 0.3}",0.7161759192679044,0.7258261945294513,0.737897877899249,0.7367059119636439,0.7438614701582136,0.75046626050211,0.710087843341086,0.7732031533463074,0.7337589186057357,0.7325935670101759,0.7360577116623876,0.01686352145788229,13
6,5.256828665733337,0.3976867863209403,0.07270636558532714,0.029298869051358613,0.1,0.0001,"{'gamma': 0.1, 'learning_rate': 0.0001}",0.7202708289085308,0.681793335189467,0.7247299531530551,0.732123818294767,0.7259973906272009,0.7430182973043943,0.7123894084452435,0.7418804116272678,0.7253719927646216,0.7396281941105721,0.724720363042512,0.017096702228242083,22
7,5.455623054504395,0.22072310331370495,0.08138415813446045,0.022657370269122623,0.1,0.001,"{'gamma': 0.1, 'learning_rate': 0.001}",0.7202708289085308,0.7247572886454519,0.7289272415997282,0.732123818294767,0.73885293134146,0.7430182973043943,0.7153058842212968,0.7432031070560933,0.7288689548249048,0.7396281941105721,0.7314956546307199,0.009151531549301187,18
8,5.48357584476471,0.6135081466510186,0.06743512153625489,0.027496322718890256,0.1,0.01,"{'gamma': 0.1, 'learning_rate': 0.01}",0.7066752212989479,0.7218362801438136,0.7245777418191212,0.7247271448040072,0.7434728127006003,0.7520596619795382,0.7153058842212968,0.7738351604211967,0.7333308931236985,0.7353993690310826,0.7331220169543302,0.018483120249926266,15
9,4.93937737941742,0.4478413805528275,0.08776583671569824,0.01735539046944696,0.1,0.1,"{'gamma': 0.1, 'learning_rate': 0.1}",0.735502266926071,0.7327385267163865,0.7356472678202675,0.7466595549269956,0.7603108798451593,0.752260767690402,0.7006007716079466,0.769281598043151,0.7403117520672039,0.7452262744728818,0.7418539660116465,0.017612107276227185,6
10,3.2008201599121096,0.32556956233457474,0.07068748474121093,0.02883574026961192,0.1,0.2,"{'gamma': 0.1, 'learning_rate': 0.2}",0.7192562662809839,0.7425747390088464,0.7356472678202675,0.7349102264249301,0.7477730469159329,0.7490677384149408,0.7178139103245003,0.7721134322897277,0.7458445015077301,0.7416246754829249,0.7406625804470784,0.01476594300642048,8
11,2.4896947860717775,0.3270292139464038,0.06847090721130371,0.028693821449806544,0.1,0.3,"{'gamma': 0.1, 'learning_rate': 0.3}",0.7308867588043789,0.7237121417635931,0.7374643874643875,0.7473941706128987,0.7580001408209863,0.7500378807675752,0.7284706995109763,0.7684758291259789,0.7536942531835994,0.7362098637162694,0.7434346125770644,0.013645300959745418,5
12,5.3972608089447025,0.1449637003657389,0.07371654510498046,0.014797411719837117,0.01,0.0001,"{'gamma': 0.01, 'learning_rate': 0.0001}",0.7202708289085308,0.681793335189467,0.7247299531530551,0.732123818294767,0.7259973906272009,0.7430182973043943,0.7123894084452435,0.7418804116272678,0.7253719927646216,0.7396281941105721,0.724720363042512,0.017096702228242083,22
13,5.508768486976623,0.25364716843367957,0.08344650268554688,0.028893323163544357,0.01,0.001,"{'gamma': 0.01, 'learning_rate': 0.001}",0.7202708289085308,0.7247572886454519,0.7289272415997282,0.732123818294767,0.73885293134146,0.7430182973043943,0.7153058842212968,0.7432031070560933,0.7288689548249048,0.7396281941105721,0.7314956546307199,0.009151531549301187,18
14,5.554954886436462,0.5078253197930812,0.07782042026519775,0.015576497929025762,0.01,0.01,"{'gamma': 0.01, 'learning_rate': 0.01}",0.7066752212989479,0.7218362801438136,0.7245777418191212,0.7247271448040072,0.7434728127006003,0.7520596619795382,0.7153058842212968,0.7738351604211967,0.7333308931236985,0.7353993690310826,0.7331220169543302,0.018483120249926266,15
15,5.412752676010132,0.2090739315507356,0.06822805404663086,0.03556204869262721,0.01,0.1,"{'gamma': 0.01, 'learning_rate': 0.1}",0.7408533275642375,0.7265487154115813,0.7356472678202675,0.7466595549269956,0.7509472846806714,0.7562133337214338,0.7147499887610972,0.7624359508258515,0.7403117520672039,0.7384753704644682,0.7412842546243809,0.013245904833952445,7
16,4.893290758132935,0.2833647324994231,0.07480437755584717,0.020769460231978145,0.01,0.2,"{'gamma': 0.01, 'learning_rate': 0.2}",0.7320108046060859,0.7400764085591827,0.738436177189789,0.7411263692468858,0.7506053765869938,0.7433028711302755,0.7250453432536946,0.7708171124208967,0.7594426473815297,0.74132709308462,0.7442190203459954,0.012514163431279795,4
17,4.650772285461426,0.3101895703974174,0.07578167915344239,0.030690954381209626,0.01,0.3,"{'gamma': 0.01, 'learning_rate': 0.3}",0.7377101972052755,0.7348835735209559,0.7500558623754205,0.7406326974101592,0.7595551850695877,0.7362692939091936,0.7150143566582828,0.7654943880274896,0.7586921526321334,0.7480713686033221,0.7446379075411821,0.014152572252301179,3
18,5.42082462310791,0.4315484599086468,0.07359983921051025,0.025551577635411098,0.001,0.0001,"{'gamma': 0.001, 'learning_rate': 0.0001}",0.7202708289085308,0.681793335189467,0.7247299531530551,0.732123818294767,0.7259973906272009,0.7430182973043943,0.7123894084452435,0.7418804116272678,0.7253719927646216,0.7396281941105721,0.724720363042512,0.017096702228242083,22
19,5.509323215484619,0.5300179683167782,0.07916078567504883,0.03210899187681062,0.001,0.001,"{'gamma': 0.001, 'learning_rate': 0.001}",0.7202708289085308,0.7247572886454519,0.7289272415997282,0.732123818294767,0.73885293134146,0.7430182973043943,0.7153058842212968,0.7432031070560933,0.7288689548249048,0.7396281941105721,0.7314956546307199,0.009151531549301187,18
20,5.789028954505921,0.2551911273753637,0.06510162353515625,0.022270261423993742,0.001,0.01,"{'gamma': 0.001, 'learning_rate': 0.01}",0.7066752212989479,0.7218362801438136,0.7245777418191212,0.7230173300818127,0.7434728127006003,0.7520596619795382,0.7153058842212968,0.7738351604211967,0.7333308931236985,0.7353993690310826,0.7329510354821107,0.018567702640513394,17
21,5.372134709358216,0.2846648695182701,0.07914094924926758,0.026103521859287552,0.001,0.1,"{'gamma': 0.001, 'learning_rate': 0.1}",0.7235018380702397,0.7153141066908243,0.7297924297924298,0.7491918478796503,0.7524614717028131,0.752260767690402,0.7090013626807874,0.76438321357909,0.7407123350434096,0.7439956007371737,0.7380614973866819,0.01705940466902021,10
22,4.996701383590699,0.09184520234558209,0.0722707986831665,0.021109890179422254,0.001,0.2,"{'gamma': 0.001, 'learning_rate': 0.2}",0.7459163201892931,0.7361950095275742,0.7500423888871705,0.7576062794580185,0.7518440555618069,0.7487018929791612,0.7208041265887424,0.7918897159894964,0.7421124102661215,0.7491286220554514,0.7494240821502836,0.017137680698002332,1
23,4.6600672721862795,0.2360954310342093,0.07433156967163086,0.024079968326032004,0.001,0.3,"{'gamma': 0.001, 'learning_rate': 0.3}",0.7611034959611843,0.7295062150055899,0.7438098865617332,0.7562486027274761,0.7575911819985884,0.7500404561265873,0.7171321172699848,0.770517124974451,0.7417475402796417,0.7512680864713767,0.7478964707376613,0.014849195199560803,2
,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_gamma,param_learning_rate,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,mean_test_score,std_test_score,rank_test_score
0,4.612178301811218,0.8772273555239384,0.08830633163452148,0.03411557484996688,1,0.0001,"{'gamma': 1, 'learning_rate': 0.0001}",0.7202708289085308,0.7008059533000098,0.7238385376999238,0.7339184760716119,0.7259973906272009,0.7461208953994979,0.7246674112917094,0.7418804116272678,0.7253719927646216,0.7396281941105721,0.7282500091800945,0.012366276450044537,49
1,4.542623853683471,0.392200747590982,0.06592063903808594,0.014864368220931366,1,0.001,"{'gamma': 1, 'learning_rate': 0.001}",0.7202708289085308,0.7367977726008011,0.7315689261233816,0.732123818294767,0.7493344301419768,0.7461208953994979,0.7212614967139309,0.7432031070560933,0.7293256327981421,0.7396281941105721,0.7349635102147694,0.009375596542266152,29
2,4.5632174730300905,0.24174988168152664,0.06746902465820312,0.015825582128799278,1,0.01,"{'gamma': 1, 'learning_rate': 0.01}",0.7066752212989479,0.7405086969900867,0.7236832192565886,0.7247271448040072,0.7484123107110321,0.7593012906097019,0.7142487894919785,0.7738351604211967,0.735288045746913,0.7342036469668823,0.7360883526297335,0.019401899834032742,23
3,4.474154829978943,0.18657216129399357,0.07725248336791993,0.01778290226373232,1,0.02,"{'gamma': 1, 'learning_rate': 0.02}",0.7161759192679044,0.7351218681917212,0.7225487031067342,0.7239991998418965,0.7385236408072816,0.7425869601282974,0.7109497640450803,0.7710699798357582,0.736412282825785,0.7396281941105721,0.733701651216103,0.01608230766069501,37
4,4.414618515968323,0.3117628341175647,0.06801130771636962,0.019784057390271458,1,0.03,"{'gamma': 1, 'learning_rate': 0.03}",0.7161759192679044,0.7288815224831736,0.7260014996152119,0.7301798252978537,0.7385236408072816,0.7482483875278132,0.7109497640450803,0.7770985712538633,0.735288045746913,0.7355350575786223,0.7346882233623717,0.017418454161731545,31
5,4.217106819152832,0.3915905282150633,0.07314474582672119,0.012601553195348924,1,0.04,"{'gamma': 1, 'learning_rate': 0.04}",0.7163194192109286,0.7343803624826594,0.7260014996152119,0.7301798252978537,0.7385236408072816,0.7539575264897804,0.7105390927114082,0.7744788375421713,0.7387105952396477,0.7355350575786223,0.7358625856975566,0.017288400329713884,25
6,2.771618962287903,0.27699375108473223,0.0789604663848877,0.021370869656253448,1,0.1,"{'gamma': 1, 'learning_rate': 0.1}",0.7225340935544656,0.7282713310787058,0.7260014996152119,0.7380699760150531,0.7420811312479078,0.7563064020188862,0.7054302209367657,0.7732031533463074,0.7369924547176417,0.7350847810229549,0.7363975043553901,0.017645045753553797,22
7,1.7780352592468263,0.2052507910373745,0.07074460983276368,0.014784711967406033,1,0.2,"{'gamma': 1, 'learning_rate': 0.2}",0.7163194192109286,0.7339080369240801,0.7260014996152119,0.7418006201526888,0.7644454113957311,0.7530997835238432,0.706314297546559,0.7712019749191977,0.7347597654782639,0.7343391858626368,0.7382189994629141,0.01924146477613115,15
8,1.4450272083282472,0.2906300948413585,0.07875092029571533,0.02416138129775689,1,0.3,"{'gamma': 1, 'learning_rate': 0.3}",0.7161759192679044,0.7258261945294513,0.737897877899249,0.7367059119636439,0.7438614701582136,0.75046626050211,0.710087843341086,0.7732031533463074,0.7337589186057357,0.7325935670101759,0.7360577116623876,0.01686352145788229,24
9,5.280529356002807,0.3303266883592959,0.06950383186340332,0.01667349621985014,0.1,0.0001,"{'gamma': 0.1, 'learning_rate': 0.0001}",0.7202708289085308,0.681793335189467,0.7247299531530551,0.732123818294767,0.7259973906272009,0.7430182973043943,0.7123894084452435,0.7418804116272678,0.7253719927646216,0.7396281941105721,0.724720363042512,0.017096702228242083,50
10,5.268577432632446,0.3533574872002466,0.07389512062072753,0.030820642486594912,0.1,0.001,"{'gamma': 0.1, 'learning_rate': 0.001}",0.7202708289085308,0.7247572886454519,0.7289272415997282,0.732123818294767,0.73885293134146,0.7430182973043943,0.7153058842212968,0.7432031070560933,0.7288689548249048,0.7396281941105721,0.7314956546307199,0.009151531549301187,44
11,5.525830578804016,0.1992777765609922,0.06403834819793701,0.02799336388151298,0.1,0.01,"{'gamma': 0.1, 'learning_rate': 0.01}",0.7066752212989479,0.7218362801438136,0.7245777418191212,0.7247271448040072,0.7434728127006003,0.7520596619795382,0.7153058842212968,0.7738351604211967,0.7333308931236985,0.7353993690310826,0.7331220169543302,0.018483120249926266,38
12,5.8194382905960085,0.14293514599219165,0.07164394855499268,0.029035548622982688,0.1,0.02,"{'gamma': 0.1, 'learning_rate': 0.02}",0.7146806227853939,0.7290111898405156,0.7234432234432234,0.7239991998418965,0.7280349518255055,0.7456872380205848,0.7123811787139669,0.7805971493838278,0.7369924547176417,0.7286778770154729,0.732350508558803,0.01852161103350202,43
13,5.887863636016846,0.2511045442275005,0.06322805881500244,0.030591090357477306,0.1,0.03,"{'gamma': 0.1, 'learning_rate': 0.03}",0.7163194192109286,0.7290111898405156,0.7311151811151811,0.7319528677955643,0.7492940950728872,0.7396694720535874,0.7109423474449983,0.7763533534888617,0.7364450235800666,0.7343391858626368,0.7355442135465228,0.017099021835342874,26
14,5.976629018783569,0.20311822833054294,0.06783466339111328,0.023072712541642948,0.1,0.04,"{'gamma': 0.1, 'learning_rate': 0.04}",0.7225340935544656,0.7352495242251234,0.7311151811151811,0.7337444829975842,0.7527898543938751,0.739813896180621,0.7118260939984095,0.7820701817469814,0.7373320628884357,0.7343391858626368,0.7380814556963314,0.017819470171617495,16
15,5.091805481910706,0.27926775982565477,0.06339268684387207,0.026000740515929318,0.1,0.1,"{'gamma': 0.1, 'learning_rate': 0.1}",0.735502266926071,0.7327385267163865,0.7356472678202675,0.7466595549269956,0.7603108798451593,0.752260767690402,0.7006007716079466,0.769281598043151,0.7403117520672039,0.7452262744728818,0.7418539660116465,0.017612107276227185,12
16,3.2963091373443603,0.3645423909925847,0.055219626426696776,0.03565030532172093,0.1,0.2,"{'gamma': 0.1, 'learning_rate': 0.2}",0.7192562662809839,0.7425747390088464,0.7356472678202675,0.7349102264249301,0.7477730469159329,0.7490677384149408,0.7178139103245003,0.7721134322897277,0.7458445015077301,0.7416246754829249,0.7406625804470784,0.01476594300642048,14
17,2.499412751197815,0.24037678999622167,0.0631859302520752,0.015218875397886064,0.1,0.3,"{'gamma': 0.1, 'learning_rate': 0.3}",0.7308867588043789,0.7237121417635931,0.7374643874643875,0.7473941706128987,0.7580001408209863,0.7500378807675752,0.7284706995109763,0.7684758291259789,0.7536942531835994,0.7362098637162694,0.7434346125770644,0.013645300959745418,10
18,5.353113675117493,0.47950137857510705,0.08391082286834717,0.02083348513163729,0.01,0.0001,"{'gamma': 0.01, 'learning_rate': 0.0001}",0.7202708289085308,0.681793335189467,0.7247299531530551,0.732123818294767,0.7259973906272009,0.7430182973043943,0.7123894084452435,0.7418804116272678,0.7253719927646216,0.7396281941105721,0.724720363042512,0.017096702228242083,50
19,5.318406891822815,0.6885056349674733,0.07768950462341309,0.026819468078283993,0.01,0.001,"{'gamma': 0.01, 'learning_rate': 0.001}",0.7202708289085308,0.7247572886454519,0.7289272415997282,0.732123818294767,0.73885293134146,0.7430182973043943,0.7153058842212968,0.7432031070560933,0.7288689548249048,0.7396281941105721,0.7314956546307199,0.009151531549301187,44
20,5.534181261062622,0.2950226891007918,0.08108837604522705,0.012582465923802941,0.01,0.01,"{'gamma': 0.01, 'learning_rate': 0.01}",0.7066752212989479,0.7218362801438136,0.7245777418191212,0.7247271448040072,0.7434728127006003,0.7520596619795382,0.7153058842212968,0.7738351604211967,0.7333308931236985,0.7353993690310826,0.7331220169543302,0.018483120249926266,38
