,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_algorithm,param_n_neighbors,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,mean_test_score,std_test_score,rank_test_score
14,0.01142418384552002,0.0029766142289005793,0.9090713262557983,0.2611221368751383,brute,7,"{'algorithm': 'brute', 'n_neighbors': 7}",0.7414350651824867,0.7547483219570204,0.7507716936969996,0.7632564684033859,0.7770503732079014,0.7835345856936167,0.7294024709198457,0.7617938378420703,0.7457492952266471,0.7580814132216002,0.7565823525351574,0.015303536064803398,12
15,0.016825652122497557,0.009313895193651998,0.922933840751648,0.2605263900826389,brute,8,"{'algorithm': 'brute', 'n_neighbors': 8}",0.7642183075165329,0.7523321390267186,0.7597323680625824,0.7664079531157442,0.7730604473587143,0.7889592975998078,0.7164394275803007,0.7724740351835676,0.7464334372561244,0.7805055548408854,0.7620562967540978,0.019345053028567226,1
16,0.01889197826385498,0.008418507068769142,0.8976800918579102,0.24565562769839422,brute,9,"{'algorithm': 'brute', 'n_neighbors': 9}",0.7565292886563216,0.7569721286674351,0.736672994675744,0.7626147055117154,0.7628511188589001,0.7816664160444681,0.7106376898036121,0.7708334304442053,0.7486067500299537,0.7589199144774913,0.7546304437169846,0.01856452109070736,14
17,0.013928818702697753,0.0049261286481648,0.8713400840759278,0.2805057322364632,brute,10,"{'algorithm': 'brute', 'n_neighbors': 10}",0.7720519249657237,0.7583446256828797,0.7391525255758976,0.7653651546115023,0.7511047319774384,0.7886772682992399,0.7237160826011001,0.771958226250332,0.7481965668730138,0.7820284674706515,0.7600595574307778,0.01896566245179808,7
,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_algorithm,param_n_neighbors,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,mean_test_score,std_test_score,rank_test_score
0,0.07005021572113038,0.017382303760623864,1.0977465391159058,0.15416661295359488,ball_tree,5,"{'algorithm': 'ball_tree', 'n_neighbors': 5}",0.7642991977347805,0.7242712319687693,0.7553370505412822,0.7745049473888166,0.7586584812408926,0.7753696257739615,0.7298811808242034,0.7635993206444921,0.751875723148323,0.756574883522991,0.7554371642788512,0.015983831231340777,10
1,0.0826085090637207,0.021501829898079694,1.0913985252380372,0.10210108233228928,ball_tree,6,"{'algorithm': 'ball_tree', 'n_neighbors': 6}",0.7651860943479387,0.7453373140020618,0.763825182045306,0.7821878177589623,0.7604263927793339,0.7756291143812554,0.7285510574393763,0.7645987289530884,0.7465239493408508,0.7687993557558775,0.7601065006804052,0.015041195804495418,6
2,0.09615061283111573,0.02319373556265755,1.0933311462402344,0.12409841663484754,ball_tree,7,"{'algorithm': 'ball_tree', 'n_neighbors': 7}",0.7480451111324066,0.7393366314752831,0.7534445811199388,0.7626567320594574,0.7681581814689619,0.7665358346236714,0.7343382635541454,0.7588971895356741,0.7441377681891789,0.7745097332757737,0.7550060026434491,0.012655759707661769,11
3,0.08759791851043701,0.018814669483659927,1.1210464715957642,0.14922144511286606,ball_tree,8,"{'algorithm': 'ball_tree', 'n_neighbors': 8}",0.7680193124158641,0.7538615474805127,0.7590627446864674,0.7598155224039536,0.7675089937053006,0.7769628313620808,0.722939880434919,0.7720276196136431,0.754750378885568,0.7745955083448933,0.7609544339333201,0.014820995664451353,4
4,0.0848531723022461,0.014403510912409613,1.1736554145812987,0.14755734439710372,ball_tree,9,"{'algorithm': 'ball_tree', 'n_neighbors': 9}",0.766803886657943,0.731737565604356,0.743338425101952,0.7594381457802021,0.7638457372998951,0.7718777715693124,0.7162090795554228,0.7660463306200563,0.7446891596376132,0.7602273583342122,0.7524213460160966,0.017009319129200735,18
5,0.0992037296295166,0.022209471242017633,1.1213667869567872,0.1598550352458423,ball_tree,10,"{'algorithm': 'ball_tree', 'n_neighbors': 10}",0.7759636989659012,0.7506994421192962,0.7405283050048902,0.769062678606301,0.7580332620929915,0.7777019662663989,0.72323514713661,0.7859123272009146,0.754304916568039,0.7876739106666565,0.7623115654627999,0.019717494373754696,1
6,0.1140099287033081,0.021411276837773014,0.30135109424591067,0.02548263358324139,kd_tree,5,"{'algorithm': 'kd_tree', 'n_neighbors': 5}",0.7611506907029707,0.721728663475037,0.7584583958340859,0.7745049473888166,0.753063198659162,0.7797678966063847,0.7298811808242034,0.7635993206444921,0.751875723148323,0.7547345458790226,0.7548764563162498,0.01693811837264278,12
7,0.10029621124267578,0.009026635918466263,0.2949486494064331,0.039444955929148186,kd_tree,6,"{'algorithm': 'kd_tree', 'n_neighbors': 6}",0.7607468291623009,0.752856087029062,0.7601498237642982,0.777866660121883,0.7604263927793339,0.7775104524736416,0.7302055500135199,0.7645987289530884,0.7448291601460615,0.770965351756962,0.7600155036200151,0.013917181716947648,7
8,0.10294995307922364,0.010417507835982583,0.31138813495635986,0.0353009234591503,kd_tree,7,"{'algorithm': 'kd_tree', 'n_neighbors': 7}",0.7462235264522983,0.7393366314752831,0.7528540896844174,0.7607884573353405,0.7731831194016068,0.7751815732776163,0.7264188626381948,0.7588971895356741,0.742422347300396,0.7654278616993428,0.754073365880017,0.01479466505303085,13
9,0.10283129215240479,0.013801679745423392,0.31563506126403806,0.03855334467794775,kd_tree,8,"{'algorithm': 'kd_tree', 'n_neighbors': 8}",0.770741212784208,0.7538615474805127,0.752368867135447,0.7598155224039536,0.768797351417188,0.7750303831168859,0.722939880434919,0.7701076503572531,0.7485067883685866,0.7765569026292316,0.7598726106128186,0.015480012908355838,8
10,0.10341818332672119,0.009273030993668597,0.3240194797515869,0.03371286568035537,kd_tree,9,"{'algorithm': 'kd_tree', 'n_neighbors': 9}",0.7648595739673589,0.741464726397238,0.7377464126087979,0.7662891692765522,0.7638457372998951,0.7669879907476961,0.7162090795554228,0.7621735854041282,0.7496251865736402,0.7602273583342122,0.7529428820164942,0.015803790142605634,17
11,0.10829949378967285,0.010601114973416847,0.3992549180984497,0.09217179143709231,kd_tree,10,"{'algorithm': 'kd_tree', 'n_neighbors': 10}",0.7712658378704024,0.754208911966181,0.7369553813252318,0.7661330829627454,0.7598858736918155,0.7731017606209777,0.7185144771064742,0.7772451685267887,0.7525394097745394,0.7829807547803641,0.759283065862552,0.018702604403382783,9
12,0.017284798622131347,0.007727040990034763,1.2171084880828857,0.07782937903429442,brute,5,"{'algorithm': 'brute', 'n_neighbors': 5}",0.7573803156625242,0.7193678241181574,0.7552955576298386,0.7745049473888166,0.7549132101796036,0.7796902367912567,0.728518760720382,0.7579914555806088,0.7473009265486305,0.7611090062238532,0.7536072240843671,0.01747245201675559,16
13,0.02114114761352539,0.005308268265542864,1.2629138946533203,0.11852584661370388,brute,6,"{'algorithm': 'brute', 'n_neighbors': 6}",0.7743919461484571,0.7418724913883578,0.7601498237642982,0.7759498955978176,0.7585955920764172,0.7775104524736416,0.7272837439557738,0.7723973993453734,0.7497625384896405,0.7735038784605512,0.7611417761700328,0.016114953770033854,3
14,0.02406935691833496,0.007563028776271097,1.37615647315979,0.1636472556023488,brute,7,"{'algorithm': 'brute', 'n_neighbors': 7}",0.7480451111324066,0.7450944123523536,0.7479127412507497,0.7626567320594574,0.7712180798070368,0.7736721492001012,0.7262268858283973,0.7692231443467815,0.7354874848545735,0.7583339339157599,0.7537870674747618,0.01508095633699001,15
15,0.02243943214416504,0.013784093690739475,1.264887547492981,0.08833830523425018,brute,8,"{'algorithm': 'brute', 'n_neighbors': 8}",0.7585303554684009,0.7468704483433167,0.7487301533564024,0.7669670158678463,0.772136586135653,0.782898653638227,0.7268317827225079,0.7805823312912668,0.7491260410847306,0.7726501207382812,0.7605323488646633,0.016795643421723305,5
16,0.01960453987121582,0.008323255326169347,1.2822864294052123,0.10399379190921376,brute,9,"{'algorithm': 'brute', 'n_neighbors': 9}",0.7563839334621671,0.7470559117622843,0.7457036444440428,0.7643631605390141,0.7638457372998951,0.7679888293157147,0.7162090795554228,0.7732585320243105,0.750219336968922,0.7530861708634315,0.7538114336235205,0.01528584851527052,14
17,0.02153468132019043,0.009874983932906761,1.0583468198776245,0.16203208985125953,brute,10,"{'algorithm': 'brute', 'n_neighbors': 10}",0.7712658378704024,0.7523503194639239,0.7510275703266784,0.7738552754428235,0.761752029534585,0.7796762141728902,0.72323514713661,0.7820548283206067,0.7418252237486455,0.7829807547803641,0.762002320079753,0.018720436592385578,2
,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_algorithm,param_n_neighbors,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,mean_test_score,std_test_score,rank_test_score
0,0.052300667762756346,0.0029312182302153405,0.6622129917144776,0.02131808716669251,ball_tree,5,"{'algorithm': 'ball_tree', 'n_neighbors': 5}",0.7642991977347805,0.7242712319687693,0.7553370505412822,0.7745049473888166,0.7586584812408926,0.7753696257739615,0.7298811808242034,0.7635993206444921,0.751875723148323,0.756574883522991,0.7554371642788512,0.015983831231340777,10
1,0.05618827342987061,0.009237191740852259,0.6873509883880615,0.02659098727229994,ball_tree,6,"{'algorithm': 'ball_tree', 'n_neighbors': 6}",0.7651860943479387,0.7453373140020618,0.763825182045306,0.7821878177589623,0.7604263927793339,0.7756291143812554,0.7285510574393763,0.7645987289530884,0.7465239493408508,0.7687993557558775,0.7601065006804052,0.015041195804495418,6
2,0.056909823417663576,0.006856270584628471,0.7146752357482911,0.03765000343673507,ball_tree,7,"{'algorithm': 'ball_tree', 'n_neighbors': 7}",0.7480451111324066,0.7393366314752831,0.7534445811199388,0.7626567320594574,0.7681581814689619,0.7665358346236714,0.7343382635541454,0.7588971895356741,0.7441377681891789,0.7745097332757737,0.7550060026434491,0.012655759707661769,11
3,0.0616441011428833,0.008734762502101381,0.7361468315124512,0.06346465687565465,ball_tree,8,"{'algorithm': 'ball_tree', 'n_neighbors': 8}",0.7680193124158641,0.7538615474805127,0.7590627446864674,0.7598155224039536,0.7675089937053006,0.7769628313620808,0.722939880434919,0.7720276196136431,0.754750378885568,0.7745955083448933,0.7609544339333201,0.014820995664451353,4
4,0.06254158020019532,0.009003695920365266,0.7199039459228516,0.0492386338087404,ball_tree,9,"{'algorithm': 'ball_tree', 'n_neighbors': 9}",0.766803886657943,0.731737565604356,0.743338425101952,0.7594381457802021,0.7638457372998951,0.7718777715693124,0.7162090795554228,0.7660463306200563,0.7446891596376132,0.7602273583342122,0.7524213460160966,0.017009319129200735,18
5,0.057908153533935545,0.005647970551011499,0.7465673685073853,0.08469704944574112,ball_tree,10,"{'algorithm': 'ball_tree', 'n_neighbors': 10}",0.7759636989659012,0.7506994421192962,0.7405283050048902,0.769062678606301,0.7580332620929915,0.7777019662663989,0.72323514713661,0.7859123272009146,0.754304916568039,0.7876739106666565,0.7623115654627999,0.019717494373754696,1
6,0.09289402961730957,0.017784438204203414,0.2502347707748413,0.0259209102883183,kd_tree,5,"{'algorithm': 'kd_tree', 'n_neighbors': 5}",0.7611506907029707,0.721728663475037,0.7584583958340859,0.7745049473888166,0.753063198659162,0.7797678966063847,0.7298811808242034,0.7635993206444921,0.751875723148323,0.7547345458790226,0.7548764563162498,0.01693811837264278,12
7,0.08056058883666992,0.004977933008365847,0.23494195938110352,0.01992977900372142,kd_tree,6,"{'algorithm': 'kd_tree', 'n_neighbors': 6}",0.7607468291623009,0.752856087029062,0.7601498237642982,0.777866660121883,0.7604263927793339,0.7775104524736416,0.7302055500135199,0.7645987289530884,0.7448291601460615,0.770965351756962,0.7600155036200151,0.013917181716947648,7
8,0.08974883556365967,0.019766423484053334,0.265499210357666,0.0386734618074105,kd_tree,7,"{'algorithm': 'kd_tree', 'n_neighbors': 7}",0.7462235264522983,0.7393366314752831,0.7528540896844174,0.7607884573353405,0.7731831194016068,0.7751815732776163,0.7264188626381948,0.7588971895356741,0.742422347300396,0.7654278616993428,0.754073365880017,0.01479466505303085,13
9,0.08686654567718506,0.011480507800892367,0.27718164920806887,0.04303572035161982,kd_tree,8,"{'algorithm': 'kd_tree', 'n_neighbors': 8}",0.770741212784208,0.7538615474805127,0.752368867135447,0.7598155224039536,0.768797351417188,0.7750303831168859,0.722939880434919,0.7701076503572531,0.7485067883685866,0.7765569026292316,0.7598726106128186,0.015480012908355838,8
10,0.08211684226989746,0.005606739299112547,0.25161640644073485,0.021719672444910628,kd_tree,9,"{'algorithm': 'kd_tree', 'n_neighbors': 9}",0.7648595739673589,0.741464726397238,0.7377464126087979,0.7662891692765522,0.7638457372998951,0.7669879907476961,0.7162090795554228,0.7621735854041282,0.7496251865736402,0.7602273583342122,0.7529428820164942,0.015803790142605634,17
11,0.09561634063720703,0.019364234609658634,0.3449869155883789,0.05330991938002864,kd_tree,10,"{'algorithm': 'kd_tree', 'n_neighbors': 10}",0.7712658378704024,0.754208911966181,0.7369553813252318,0.7661330829627454,0.7598858736918155,0.7731017606209777,0.7185144771064742,0.7772451685267887,0.7525394097745394,0.7829807547803641,0.759283065862552,0.018702604403382783,9
12,0.01770009994506836,0.010767174445483195,1.1621410846710205,0.14498808934309373,brute,5,"{'algorithm': 'brute', 'n_neighbors': 5}",0.7573803156625242,0.7193678241181574,0.7552955576298386,0.7745049473888166,0.7549132101796036,0.7796902367912567,0.728518760720382,0.7579914555806088,0.7473009265486305,0.7611090062238532,0.7536072240843671,0.01747245201675559,16
13,0.017844533920288085,0.004652597830850449,1.0624043464660644,0.10792270356248065,brute,6,"{'algorithm': 'brute', 'n_neighbors': 6}",0.7743919461484571,0.7418724913883578,0.7601498237642982,0.7759498955978176,0.7585955920764172,0.7775104524736416,0.7272837439557738,0.7723973993453734,0.7497625384896405,0.7735038784605512,0.7611417761700328,0.016114953770033854,3
14,0.0133744478225708,0.003711612711849954,1.0672868013381958,0.11920175451664519,brute,7,"{'algorithm': 'brute', 'n_neighbors': 7}",0.7480451111324066,0.7450944123523536,0.7479127412507497,0.7626567320594574,0.7712180798070368,0.7736721492001012,0.7262268858283973,0.7692231443467815,0.7354874848545735,0.7583339339157599,0.7537870674747618,0.01508095633699001,15
15,0.017939019203186034,0.007506051563865315,1.0685652494430542,0.09937923974023981,brute,8,"{'algorithm': 'brute', 'n_neighbors': 8}",0.7585303554684009,0.7468704483433167,0.7487301533564024,0.7669670158678463,0.772136586135653,0.782898653638227,0.7268317827225079,0.7805823312912668,0.7491260410847306,0.7726501207382812,0.7605323488646633,0.016795643421723305,5
16,0.016224980354309082,0.004413261368084145,0.9879675388336182,0.06279708240209392,brute,9,"{'algorithm': 'brute', 'n_neighbors': 9}",0.7563839334621671,0.7470559117622843,0.7457036444440428,0.7643631605390141,0.7638457372998951,0.7679888293157147,0.7162090795554228,0.7732585320243105,0.750219336968922,0.7530861708634315,0.7538114336235205,0.01528584851527052,14
17,0.01482985019683838,0.004518215456854306,0.8926532745361329,0.14345893655675582,brute,10,"{'algorithm': 'brute', 'n_neighbors': 10}",0.7712658378704024,0.7523503194639239,0.7510275703266784,0.7738552754428235,0.761752029534585,0.7796762141728902,0.72323514713661,0.7820548283206067,0.7418252237486455,0.7829807547803641,0.762002320079753,0.018720436592385578,2
,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_algorithm,param_n_neighbors,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,mean_test_score,std_test_score,rank_test_score
0,0.060216522216796874,0.005437298782728022,0.7466403007507324,0.07634631066530041,ball_tree,5,"{'algorithm': 'ball_tree', 'n_neighbors': 5}",0.7642991977347805,0.7242712319687693,0.7553370505412822,0.7745049473888166,0.7586584812408926,0.7753696257739615,0.7298811808242034,0.7635993206444921,0.751875723148323,0.756574883522991,0.7554371642788512,0.015983831231340777,10
1,0.061075878143310544,0.011250839767551302,0.7194694757461548,0.07576881607014661,ball_tree,6,"{'algorithm': 'ball_tree', 'n_neighbors': 6}",0.7651860943479387,0.7453373140020618,0.763825182045306,0.7821878177589623,0.7604263927793339,0.7756291143812554,0.7285510574393763,0.7645987289530884,0.7465239493408508,0.7687993557558775,0.7601065006804052,0.015041195804495418,6
2,0.07852697372436523,0.03301837019679471,0.8071556806564331,0.08870167347273505,ball_tree,7,"{'algorithm': 'ball_tree', 'n_neighbors': 7}",0.7480451111324066,0.7393366314752831,0.7534445811199388,0.7626567320594574,0.7681581814689619,0.7665358346236714,0.7343382635541454,0.7588971895356741,0.7441377681891789,0.7745097332757737,0.7550060026434491,0.012655759707661769,11
3,0.060989761352539064,0.006820749952117045,0.7980094909667969,0.08836936260711335,ball_tree,8,"{'algorithm': 'ball_tree', 'n_neighbors': 8}",0.7680193124158641,0.7538615474805127,0.7590627446864674,0.7598155224039536,0.7675089937053006,0.7769628313620808,0.722939880434919,0.7720276196136431,0.754750378885568,0.7745955083448933,0.7609544339333201,0.014820995664451353,4
4,0.06014306545257568,0.01033064741473857,0.7369032621383667,0.05036782952189503,ball_tree,9,"{'algorithm': 'ball_tree', 'n_neighbors': 9}",0.766803886657943,0.731737565604356,0.743338425101952,0.7594381457802021,0.7638457372998951,0.7718777715693124,0.7162090795554228,0.7660463306200563,0.7446891596376132,0.7602273583342122,0.7524213460160966,0.017009319129200735,18
5,0.05764806270599365,0.005921953260591333,0.6925059080123901,0.0533083374082199,ball_tree,10,"{'algorithm': 'ball_tree', 'n_neighbors': 10}",0.7759636989659012,0.7506994421192962,0.7405283050048902,0.769062678606301,0.7580332620929915,0.7777019662663989,0.72323514713661,0.7859123272009146,0.754304916568039,0.7876739106666565,0.7623115654627999,0.019717494373754696,1
6,0.08377244472503662,0.006697240338462097,0.2388697385787964,0.022554496320607662,kd_tree,5,"{'algorithm': 'kd_tree', 'n_neighbors': 5}",0.7611506907029707,0.721728663475037,0.7584583958340859,0.7745049473888166,0.753063198659162,0.7797678966063847,0.7298811808242034,0.7635993206444921,0.751875723148323,0.7547345458790226,0.7548764563162498,0.01693811837264278,12
7,0.08280043601989746,0.007664658717703266,0.2743310213088989,0.052834106313248475,kd_tree,6,"{'algorithm': 'kd_tree', 'n_neighbors': 6}",0.7607468291623009,0.752856087029062,0.7601498237642982,0.777866660121883,0.7604263927793339,0.7775104524736416,0.7302055500135199,0.7645987289530884,0.7448291601460615,0.770965351756962,0.7600155036200151,0.013917181716947648,7
8,0.08511812686920166,0.007384819336850141,0.23906948566436767,0.01707564487248792,kd_tree,7,"{'algorithm': 'kd_tree', 'n_neighbors': 7}",0.7462235264522983,0.7393366314752831,0.7528540896844174,0.7607884573353405,0.7731831194016068,0.7751815732776163,0.7264188626381948,0.7588971895356741,0.742422347300396,0.7654278616993428,0.754073365880017,0.01479466505303085,13
9,0.08655540943145752,0.010974822767894552,0.24577202796936035,0.0200288750216152,kd_tree,8,"{'algorithm': 'kd_tree', 'n_neighbors': 8}",0.770741212784208,0.7538615474805127,0.752368867135447,0.7598155224039536,0.768797351417188,0.7750303831168859,0.722939880434919,0.7701076503572531,0.7485067883685866,0.7765569026292316,0.7598726106128186,0.015480012908355838,8
10,0.08344542980194092,0.006306413106171882,0.24313833713531494,0.019492533437576023,kd_tree,9,"{'algorithm': 'kd_tree', 'n_neighbors': 9}",0.7648595739673589,0.741464726397238,0.7377464126087979,0.7662891692765522,0.7638457372998951,0.7669879907476961,0.7162090795554228,0.7621735854041282,0.7496251865736402,0.7602273583342122,0.7529428820164942,0.015803790142605634,17
11,0.08445053100585938,0.011593736198238221,0.29305291175842285,0.06159202503066765,kd_tree,10,"{'algorithm': 'kd_tree', 'n_neighbors': 10}",0.7712658378704024,0.754208911966181,0.7369553813252318,0.7661330829627454,0.7598858736918155,0.7731017606209777,0.7185144771064742,0.7772451685267887,0.7525394097745394,0.7829807547803641,0.759283065862552,0.018702604403382783,9
12,0.012508773803710937,0.0027080904991634565,1.033835530281067,0.09153093898255167,brute,5,"{'algorithm': 'brute', 'n_neighbors': 5}",0.7573803156625242,0.7193678241181574,0.7552955576298386,0.7745049473888166,0.7549132101796036,0.7796902367912567,0.728518760720382,0.7579914555806088,0.7473009265486305,0.7611090062238532,0.7536072240843671,0.01747245201675559,16
13,0.014599132537841796,0.0034691734278750885,1.0210335731506348,0.06393053140652538,brute,6,"{'algorithm': 'brute', 'n_neighbors': 6}",0.7743919461484571,0.7418724913883578,0.7601498237642982,0.7759498955978176,0.7585955920764172,0.7775104524736416,0.7272837439557738,0.7723973993453734,0.7497625384896405,0.7735038784605512,0.7611417761700328,0.016114953770033854,3
14,0.017606043815612794,0.008065185339045015,1.037272310256958,0.08258459898810493,brute,7,"{'algorithm': 'brute', 'n_neighbors': 7}",0.7480451111324066,0.7450944123523536,0.7479127412507497,0.7626567320594574,0.7712180798070368,0.7736721492001012,0.7262268858283973,0.7692231443467815,0.7354874848545735,0.7583339339157599,0.7537870674747618,0.01508095633699001,15
15,0.016031265258789062,0.005113503642771528,1.0240566730499268,0.08224410506833583,brute,8,"{'algorithm': 'brute', 'n_neighbors': 8}",0.7585303554684009,0.7468704483433167,0.7487301533564024,0.7669670158678463,0.772136586135653,0.782898653638227,0.7268317827225079,0.7805823312912668,0.7491260410847306,0.7726501207382812,0.7605323488646633,0.016795643421723305,5
16,0.014881396293640136,0.003274279386103213,1.0236154556274415,0.08839776080879864,brute,9,"{'algorithm': 'brute', 'n_neighbors': 9}",0.7563839334621671,0.7470559117622843,0.7457036444440428,0.7643631605390141,0.7638457372998951,0.7679888293157147,0.7162090795554228,0.7732585320243105,0.750219336968922,0.7530861708634315,0.7538114336235205,0.01528584851527052,14
17,0.014382433891296387,0.001722620089128505,0.890262222290039,0.10432356787557245,brute,10,"{'algorithm': 'brute', 'n_neighbors': 10}",0.7712658378704024,0.7523503194639239,0.7510275703266784,0.7738552754428235,0.761752029534585,0.7796762141728902,0.72323514713661,0.7820548283206067,0.7418252237486455,0.7829807547803641,0.762002320079753,0.018720436592385578,2
,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_algorithm,param_n_neighbors,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,mean_test_score,std_test_score,rank_test_score
